title,date_published,author,comments_count
Специалисты выяснили стоимость компонентов Google Pixel XL,2016-10-26T12:48:00+00:00,Wadym72,127
Разработчики Evolve прекратили поддерживать игру ,2016-10-26T12:24:00+00:00,gotDvamp,54
Xiaomi сможет выпускать не более 10 тысяч Mi Mix в месяц,2016-10-26T12:08:00+00:00,Sleepp,193
«Герои: Огнём и Мечом»: MMORPG с широкими возможностями,2016-10-26T12:00:00+00:00,FB-king,16
В iOS обнаружена новая уязвимость,2016-10-26T11:53:28+00:00,Wadym72,37
Ready at Dawn хочет создать продолжение опальной The Order: 1886 ,2016-10-26T11:46:15+00:00,gotDvamp,22
Обзор Blackview E7: большой игрок бюджетной категории  ,2016-10-26T11:28:00+00:00,News,39
Металлический Wileyfox Swift 2 на Cyanogen OS представлен в России,2016-10-26T11:02:02+00:00,News,67
Скидки на игры для Android: 26 октября,2016-10-26T11:00:00+00:00,Strelka92,10
BlackBerry DTEK60 не станет последним смартфоном компании,2016-10-26T10:59:31+00:00,Scar1989,32
Скидки на игры для iOS: 26 октября,2016-10-26T10:57:14+00:00,Strelka92,5
Платформа Samsung ARTIK Smart IoT поможет разрабатывать решения Интернета вещей,2016-10-26T10:55:00+00:00,Wadym72,7
Новый трейлер Call of Duty: Infinite Warfare снят режиссёром &quot;Хэнкока&quot;,2016-10-26T10:21:09+00:00,gotDvamp,52
4K-моноблок Google Jamboard предназначен для коллективной работы,2016-10-26T10:15:13+00:00,Scar1989,19
Золотой DJI Phantom 4 обойдётся почти в 25 тысяч долларов,2016-10-26T10:00:00+00:00,Котейко,43
Карточная игра &quot;Гвинт&quot; добралась до закрытого бета-тестирования ,2016-10-26T09:51:05+00:00,gotDvamp,28
"Глава Microsoft признал, что они упустили рынок смартфонов",2016-10-26T09:00:00+00:00,Wadym72,242
Wi-Fi в смартфонах и ноутбуках станет значительно быстрее,2016-10-26T08:00:00+00:00,Scar1989,63
Bixi позволит управлять техникой жестами,2016-10-26T07:00:00+00:00,Wadym72,18
Обновление медиасервера Plex для Android улучшает синхронизацию файлов,2016-10-26T06:00:00+00:00,Scar1989,24
Поставки смарт-часов за год снизились более чем на 50%,2016-10-26T05:00:00+00:00,Wadym72,89
"Инсайды #741: Huawei Mate 9, Samsung Galaxy S8, Meizu M5 и Moto M",2016-10-25T19:30:00+00:00,Ekzer,140
"Opera 41 с множеством открытых вкладок запускается быстрее, чем прошлые версии браузера",2016-10-25T19:00:00+00:00,Sleepp,94
Тест по психологии на примере игры Dead by Daylight: капкан или бензопила?,2016-10-25T18:10:00+00:00,News,21
Xiaomi Mi5 получил официальное обновление до CyanogenMod 13,2016-10-25T18:00:00+00:00,Scar1989,121
"Продажи смартфонов выросли на 6,6% в 2016 году",2016-10-25T17:00:00+00:00,Wadym72,39
В бета-версии WhatsApp появились видеозвонки,2016-10-25T16:00:00+00:00,Scar1989,103
Xiaomi Mi Note 2 рассмотрели со всех сторон,2016-10-25T15:52:57+00:00,Wadym72,179
Sony PlayStation 4 взломали через браузер,2016-10-25T15:42:00+00:00,gotDvamp,80
Опрос: меняете ли вы стандартные пароли на домашних сетевых устройствах?,2016-10-25T15:12:24+00:00,am.axe,147
Камеру Uhans H5000 протестировали в реальных условиях,2016-10-25T15:00:00+00:00,Wadym72,14
ASUS ZenFone 3 Laser выходит на российский рынок,2016-10-25T14:55:00+00:00,Scar1989,60
Обзор игры Mushroom Wars 2: весь мир накроется шляпой,2016-10-25T14:30:00+00:00,News,24
Honor Band A1 с датчиком интенсивности УФ-излучения оценили в 1990 рублей,2016-10-25T14:14:00+00:00,Natalia Rafalskaya,43
Безрамочный Xiaomi Mi Mix показали на первых реальных фотографиях,2016-10-25T14:00:00+00:00,Wadym72,273
Распаковку Ulefone Tiger продемонстрировали на видео,2016-10-25T13:52:28+00:00,Wadym72,26
"Инсайды #740: Meizu X, ноутбуки Apple в России, новинки Geotel и Elephone ",2016-10-25T13:45:00+00:00,Ekzer,31
Авторы Grand Theft Auto V отняли деньги у читеров ,2016-10-25T13:40:00+00:00,gotDvamp,73
Обзор HomTom HT10: «взгляд в глаза» технологиям,2016-10-25T12:39:00+00:00,News,31
С Android Pay станет проще покупать товары в Интернете,2016-10-25T12:01:32+00:00,Wadym72,57
Скидки на приложения и игры для Android: 25 октября,2016-10-25T11:55:19+00:00,Strelka92,7
Камера DJI Zenmuse Z30 обладает 30-кратным оптическим зумом,2016-10-25T11:50:00+00:00,Natalia Rafalskaya,16
Скидки на приложения и игры для iOS: 25 октября,2016-10-25T11:44:11+00:00,Strelka92,3
Google Cast переименовали в Google Home,2016-10-25T11:36:10+00:00,Wadym72,14
Minecraft: Pocket Edition для Windows 10 получила крупное обновление ,2016-10-25T11:15:10+00:00,gotDvamp,55
Vivo Y67 с 16-мегапиксельной фронтальной камерой появится в продаже в ноябре,2016-10-25T11:04:43+00:00,Sleepp,30
Polar M600 на Android Wear представлены в России ,2016-10-25T10:47:15+00:00,Wadym72,63
Онлайновая MMORPG Bless перешла на стадию закрытого бета-тестирования ,2016-10-25T10:42:24+00:00,gotDvamp,35
Samsung Galaxy J2 Prime стал первым смартфоном компании с процессором MediaTek,2016-10-25T10:31:00+00:00,Scar1989,121
Google Pixel и Pixel XL должны были получить защиту от воды,2016-10-25T10:00:00+00:00,Wadym72,77
Forza Horizon 3 стала самой успешной частью серии по результатам старта продаж,2016-10-25T09:30:00+00:00,Wadym72,50
Xiaomi Mi Mix стал самым инновационным смартфоном производителя,2016-10-25T09:02:00+00:00,Wadym72,449
Xiaomi Mi VR составит конкуренцию Google Daydream View,2016-10-25T08:39:00+00:00,Wadym72,59
Xiaomi Mi Note 2 с изогнутым дисплеем оснастили флагманской &quot;начинкой&quot;,2016-10-25T08:28:00+00:00,Wadym72,224
Обзор Sony Xperia X Compact: особый член семьи,2016-10-25T08:00:00+00:00,News,156
"iOS-приложения теряют больше пользовательских данных, чем программы для Android",2016-10-25T07:00:00+00:00,Wadym72,31
Samsung Galaxy Note 4 получил обновление с множеством улучшений,2016-10-25T06:00:00+00:00,Wadym72,93
Британские продавцы демонстрируют PlayStation VR за деньги,2016-10-25T05:00:00+00:00,gotDvamp,65
"Инсайды #739: Meizu Pro 6S, LeEco Le X652, Vivo X9, Huawei Mate 9",2016-10-24T19:15:00+00:00,Ekzer,119
Ulefone Tiger скоро начнут отправлять первым покупателям,2016-10-24T19:15:00+00:00,Wadym72,35
В ядре Linux обнаружена уязвимость почти 10-летней давности,2016-10-24T19:05:00+00:00,Scar1989,87
Для GoPro Karma вышло мобильное приложение-компаньон,2016-10-24T18:00:00+00:00,Wadym72,19
Apple iOS 10.1 вышла из стадии бета-версии,2016-10-24T17:41:13+00:00,Wadym72,37
Что купить для Lenovo Vibe P1m,2016-10-24T17:38:00+00:00,Ekzer,16
Владельцы Samsung Galaxy S5 mini дождались обновления до Android Marshmallow,2016-10-24T17:00:00+00:00,Wadym72,94
Apple Watch Nike+ поступят в продажу 28 октября ,2016-10-24T15:54:06+00:00,Sleepp,29
Dishonored 2 показали в новом сюжетном трейлере,2016-10-24T15:53:44+00:00,Котейко,37
На выставке Global Sources рассекретили цены на новые смартфоны Bluboo,2016-10-24T15:43:45+00:00,Wadym72,55
Обзор новинок и обновлений программ для Android (17 - 23 октября 2016),2016-10-24T15:29:46+00:00,vadeus,2
Первое игровое событие в Pokemon GO посвящено Хэллоуину,2016-10-24T15:27:51+00:00,Scar1989,45
Опрос: на каких устройствах вы слушаете мобильную музыку?,2016-10-24T14:44:09+00:00,am.axe,214
Обзор новинок и обновлений игр для iOS (10 - 23 октября 2016),2016-10-24T14:41:53+00:00,mfilonen2,1
Владельцы Samsung Galaxy Nexus получили возможность опробовать Android 7.1,2016-10-24T14:36:00+00:00,Sleepp,61
Аналоговое телевидение будет отключено в России в 2018 году,2016-10-24T13:42:37+00:00,Wadym72,181
Oukitel U15S оснастили 4 ГБ ОЗУ и сканером отпечатков пальцев,2016-10-24T13:07:48+00:00,Wadym72,42
Nintendo Switch будет использовать только один экран ,2016-10-24T12:46:57+00:00,gotDvamp,85
Google Assistant сравнили с Siri и Cortana,2016-10-24T12:24:00+00:00,Scar1989,48
Microsoft прекращает поддержку Skype на 85% Windows-смартфонов,2016-10-24T11:29:00+00:00,Wadym72,163
Skyrim Special Edition и The Elder Scrolls V: Skyrim значительно отличаются в плане графики,2016-10-24T11:28:00+00:00,Scar1989,82
